来源,排名,队伍 ID,战队,简称,地区,参赛状态,首发人数,队伍评分,稳定度,阵容位置,选手 ID,游戏 ID,真实姓名,国籍,年龄,位置,Rating,样本状态,数据日期,Team HLTV ID,Player HLTV ID
职业,1,hltv-team-11283,Falcons,FALCO,International,可参赛,5,1647,0.72,首发,hltv-player-429,karrigan,Finn Andersen,Denmark,24,Unset,0.81,current,2026-08-10,11283,429
职业,1,hltv-team-11283,Falcons,FALCO,International,可参赛,5,1647,0.72,首发,hltv-player-3741,NiKo,Nikola Kovač,Bosnia and Herzegovina,24,Unset,1.12,current,2026-08-10,11283,3741
职业,1,hltv-team-11283,Falcons,FALCO,International,可参赛,5,1647,0.72,首发,hltv-player-12018,TeSeS,René Madsen,Denmark,24,Unset,1.03,current,2026-08-10,11283,12018
职业,1,hltv-team-11283,Falcons,FALCO,International,可参赛,5,1647,0.72,首发,hltv-player-19230,m0NESY,Ilya Osipov,Russia,24,Unset,1.27,current,2026-08-10,11283,19230
职业,1,hltv-team-11283,Falcons,FALCO,International,可参赛,5,1647,0.72,首发,hltv-player-24177,kyousuke,Maksim Lukin,Russia,24,Unset,1.16,current,2026-08-10,11283,24177
职业,2,hltv-team-7020,Spirit,SPIRI,International,可参赛,5,1666,0.72,首发,hltv-player-16920,sh1ro,Dmitry Sokolov,Russia,24,Unset,1.15,current,2026-08-10,7020,16920
职业,2,hltv-team-7020,Spirit,SPIRI,International,可参赛,5,1666,0.72,首发,hltv-player-18317,magixx,Boris Vorobiev,Russia,24,Unset,0.99,current,2026-08-10,7020,18317
职业,2,hltv-team-7020,Spirit,SPIRI,International,可参赛,5,1666,0.72,首发,hltv-player-19808,tN1R,Andrey Tatarinovich,Belarus,24,Unset,1.03,current,2026-08-10,7020,19808
职业,2,hltv-team-7020,Spirit,SPIRI,International,可参赛,5,1666,0.72,首发,hltv-player-20423,zont1x,Myroslav Plakhotia,Ukraine,24,Unset,0.97,current,2026-08-10,7020,20423
职业,2,hltv-team-7020,Spirit,SPIRI,International,可参赛,5,1666,0.72,首发,hltv-player-21167,donk,Danil Kryshkovets,Russia,24,Unset,1.41,current,2026-08-10,7020,21167
职业,3,hltv-team-8297,FURIA,FURIA,International,可参赛,5,1635,0.72,首发,hltv-player-2023,FalleN,Gabriel Toledo,Brazil,24,Unset,0.91,current,2026-08-10,8297,2023
职业,3,hltv-team-8297,FURIA,FURIA,International,可参赛,5,1635,0.72,首发,hltv-player-12553,yuurih,Yuri Santos,Brazil,24,Unset,1.00,current,2026-08-10,8297,12553
职业,3,hltv-team-8297,FURIA,FURIA,International,可参赛,5,1635,0.72,首发,hltv-player-13915,YEKINDAR,Mareks Gaļinskis,Latvia,24,Unset,1.07,current,2026-08-10,8297,13915
职业,3,hltv-team-8297,FURIA,FURIA,International,可参赛,5,1635,0.72,首发,hltv-player-15631,KSCERATO,Kaike Cerato,Brazil,24,Unset,1.17,current,2026-08-10,8297,15631
职业,3,hltv-team-8297,FURIA,FURIA,International,可参赛,5,1635,0.72,首发,hltv-player-24144,molodoy,Danil Golubenko,Kazakhstan,24,Unset,1.14,current,2026-08-10,8297,24144
职业,4,hltv-team-9565,Vitality,VITAL,International,可参赛,5,1680,0.72,首发,hltv-player-7322,apEX,Dan Madesclaire,France,24,Unset,0.97,current,2026-08-10,9565,7322
职业,4,hltv-team-9565,Vitality,VITAL,International,可参赛,5,1680,0.72,首发,hltv-player-11816,ropz,Robin Kool,Estonia,24,Unset,1.14,current,2026-08-10,9565,11816
职业,4,hltv-team-9565,Vitality,VITAL,International,可参赛,5,1680,0.72,首发,hltv-player-11893,ZywOo,Mathieu Herbaut,France,24,Unset,1.37,current,2026-08-10,9565,11893
职业,4,hltv-team-9565,Vitality,VITAL,International,可参赛,5,1680,0.72,首发,hltv-player-16693,flameZ,Shahar Shushan,Israel,24,Unset,1.18,current,2026-08-10,9565,16693
职业,4,hltv-team-9565,Vitality,VITAL,International,可参赛,5,1680,0.72,首发,hltv-player-18462,mezii,William Merriman,United Kingdom,24,Unset,1.01,current,2026-08-10,9565,18462
职业,5,hltv-team-4494,MOUZ,MOUZ,International,可参赛,5,1664,0.72,首发,hltv-player-18072,torzsi,Ádám Torzsás,Hungary,24,Unset,1.07,current,2026-08-10,4494,18072
职业,5,hltv-team-4494,MOUZ,MOUZ,International,可参赛,5,1664,0.72,首发,hltv-player-18221,Spinx,Lotan Giladi,Israel,24,Unset,1.09,current,2026-08-10,4494,18221
职业,5,hltv-team-4494,MOUZ,MOUZ,International,可参赛,5,1664,0.72,首发,hltv-player-20312,xertioN,Dorian Berman,Israel,24,Unset,1.14,current,2026-08-10,4494,20312
职业,5,hltv-team-4494,MOUZ,MOUZ,International,可参赛,5,1664,0.72,首发,hltv-player-22279,PR,Oldřich Nový,Czech Republic,24,Unset,1.09,current,2026-08-10,4494,22279
职业,5,hltv-team-4494,MOUZ,MOUZ,International,可参赛,5,1664,0.72,首发,hltv-player-24457,xelex,Adrian Vincze,Hungary,24,Unset,1.14,current,2026-08-10,4494,24457
职业,6,hltv-team-4608,Natus Vincere,NV,International,可参赛,5,1647,0.72,首发,hltv-player-9816,Aleksib,Aleksi Virolainen,Finland,24,Unset,0.90,current,2026-08-10,4608,9816
职业,6,hltv-team-4608,Natus Vincere,NV,International,可参赛,5,1647,0.72,首发,hltv-player-14759,iM,Mihai Ivan,Romania,24,Unset,1.07,current,2026-08-10,4608,14759
职业,6,hltv-team-4608,Natus Vincere,NV,International,可参赛,5,1647,0.72,首发,hltv-player-18987,b1t,Valeriy Vakhovskiy,Ukraine,24,Unset,1.13,current,2026-08-10,4608,18987
职业,6,hltv-team-4608,Natus Vincere,NV,International,可参赛,5,1647,0.72,首发,hltv-player-20127,w0nderful,Ihor Zhdanov,Ukraine,24,Unset,1.14,current,2026-08-10,4608,20127
职业,6,hltv-team-4608,Natus Vincere,NV,International,可参赛,5,1647,0.72,首发,hltv-player-22673,makazze,Drin Shaqiri,Kosovo,24,Unset,1.15,current,2026-08-10,4608,22673
职业,7,hltv-team-9996,9z,9Z,International,可参赛,5,1643,0.72,首发,hltv-player-12092,max,Maximiliano Gonzalez,Uruguay,24,Unset,0.94,current,2026-08-10,9996,12092
职业,7,hltv-team-9996,9z,9Z,International,可参赛,5,1643,0.72,首发,hltv-player-14736,dgt,Franco Garcia,Uruguay,24,Unset,1.14,current,2026-08-10,9996,14736
职业,7,hltv-team-9996,9z,9Z,International,可参赛,5,1643,0.72,首发,hltv-player-14737,meyern,Ignacio Meyer,Argentina,24,Unset,0.99,current,2026-08-10,9996,14737
职业,7,hltv-team-9996,9z,9Z,International,可参赛,5,1643,0.72,首发,hltv-player-20394,luchov,Luciano Herrera,Argentina,24,Unset,1.18,current,2026-08-10,9996,20394
职业,7,hltv-team-9996,9z,9Z,International,可参赛,5,1643,0.72,首发,hltv-player-22613,HUASOPEEK,Matias Ibañez Hernandez,Chile,24,Unset,1.11,current,2026-08-10,9996,22613
职业,8,hltv-team-11861,Aurora,AUROR,International,可参赛,5,1644,0.72,首发,hltv-player-7938,XANTARES,Ismailcan Dörtkardeş,Türkiye,24,Unset,1.11,current,2026-08-10,11861,7938
职业,8,hltv-team-11861,Aurora,AUROR,International,可参赛,5,1644,0.72,首发,hltv-player-8574,woxic,Özgür Eker,Türkiye,24,Unset,1.07,current,2026-08-10,11861,8574
职业,8,hltv-team-11861,Aurora,AUROR,International,可参赛,5,1644,0.72,首发,hltv-player-18850,Jimpphat,Jimi Salo,Finland,24,Unset,1.09,current,2026-08-10,11861,18850
职业,8,hltv-team-11861,Aurora,AUROR,International,可参赛,5,1644,0.72,首发,hltv-player-19677,kyxsan,Damjan Stoilkovski,North Macedonia,24,Unset,0.96,current,2026-08-10,11861,19677
职业,8,hltv-team-11861,Aurora,AUROR,International,可参赛,5,1644,0.72,首发,hltv-player-21243,Wicadia,Ali Haydar Yalçın,Türkiye,24,Unset,1.14,current,2026-08-10,11861,21243
职业,9,hltv-team-6667,FaZe,FAZE,International,可参赛,5,1660,0.72,首发,hltv-player-9960,frozen,David Čerňanský,Slovakia,24,Unset,1.18,current,2026-08-10,6667,9960
职业,9,hltv-team-6667,FaZe,FAZE,International,可参赛,5,1660,0.72,首发,hltv-player-10394,Twistzz,Russel Van Dulken,Canada,24,Unset,1.13,current,2026-08-10,6667,10394
职业,9,hltv-team-6667,FaZe,FAZE,International,可参赛,5,1660,0.72,首发,hltv-player-21972,Neityu,Ryan Aubry,France,24,Unset,1.01,current,2026-08-10,6667,21972
职业,9,hltv-team-6667,FaZe,FAZE,International,可参赛,5,1660,0.72,首发,hltv-player-22383,jcobbb,Jakub Pietruszewski,Poland,24,Unset,1.00,current,2026-08-10,6667,22383
职业,9,hltv-team-6667,FaZe,FAZE,International,可参赛,5,1660,0.72,首发,hltv-player-22866,JBOEN,Jason Boe Nielsen,Denmark,24,Unset,1.18,current,2026-08-10,6667,22866
职业,10,hltv-team-5995,G2,G2,International,可参赛,5,1648,0.72,首发,hltv-player-3972,huNter-,Nemanja Kovač,Bosnia and Herzegovina,24,Unset,1.01,current,2026-08-10,5995,3972
职业,10,hltv-team-5995,G2,G2,International,可参赛,5,1648,0.72,首发,hltv-player-9436,NertZ,Guy Iluz,Israel,24,Unset,1.07,current,2026-08-10,5995,9436
职业,10,hltv-team-5995,G2,G2,International,可参赛,5,1648,0.72,首发,hltv-player-20425,r1nkle,Artem Moroz,Ukraine,24,Unset,1.09,current,2026-08-10,5995,20425
职业,10,hltv-team-5995,G2,G2,International,可参赛,5,1648,0.72,首发,hltv-player-20447,HeavyGod,Nikita Martynenko,Israel,24,Unset,1.16,current,2026-08-10,5995,20447
职业,10,hltv-team-5995,G2,G2,International,可参赛,5,1648,0.72,首发,hltv-player-21062,MATYS,Matúš Šimko,Slovakia,24,Unset,1.07,current,2026-08-10,5995,21062
职业,11,hltv-team-6665,Astralis,ASTRA,International,可参赛,5,1620,0.72,首发,hltv-player-10096,HooXi,Rasmus Nielsen,Denmark,24,Unset,0.87,current,2026-08-10,6665,10096
职业,11,hltv-team-6665,Astralis,ASTRA,International,可参赛,5,1620,0.72,首发,hltv-player-16726,phzy,Love Smidebrant,Sweden,24,Unset,1.04,current,2026-08-10,6665,16726
职业,11,hltv-team-6665,Astralis,ASTRA,International,可参赛,5,1620,0.72,首发,hltv-player-17956,jabbi,Jakob Nygaard,Denmark,24,Unset,1.09,current,2026-08-10,6665,17956
职业,11,hltv-team-6665,Astralis,ASTRA,International,可参赛,5,1620,0.72,首发,hltv-player-20304,Staehr,Victor Staehr,Denmark,24,Unset,1.18,current,2026-08-10,6665,20304
职业,11,hltv-team-6665,Astralis,ASTRA,International,可参赛,5,1620,0.72,首发,hltv-player-21217,ryu,Gytis Glušauskas,Lithuania,24,Unset,0.99,current,2026-08-10,6665,21217
职业,12,hltv-team-12394,BetBoom,BETBO,International,可参赛,5,1650,0.72,首发,hltv-player-11840,Boombl4,Kirill Mikhailov,Russia,24,Unset,0.97,current,2026-08-10,12394,11840
职业,12,hltv-team-12394,BetBoom,BETBO,International,可参赛,5,1650,0.72,首发,hltv-player-15662,zorte,Aleksandr Zagodyrenko,Russia,24,Unset,1.10,current,2026-08-10,12394,15662
职业,12,hltv-team-12394,BetBoom,BETBO,International,可参赛,5,1650,0.72,首发,hltv-player-18506,S1ren,Pavel Ogloblin,Russia,24,Unset,1.01,current,2026-08-10,12394,18506
职业,12,hltv-team-12394,BetBoom,BETBO,International,可参赛,5,1650,0.72,首发,hltv-player-20357,d1Ledez,Daniil Kustov,Russia,24,Unset,1.12,current,2026-08-10,12394,20357
职业,12,hltv-team-12394,BetBoom,BETBO,International,可参赛,5,1650,0.72,首发,hltv-player-21667,Magnojez,Kirill Rodnov,Russia,24,Unset,1.22,current,2026-08-10,12394,21667
职业,13,hltv-team-6248,The MongolZ,TM,International,可参赛,5,1624,0.72,首发,hltv-player-20194,bLitz,Garidmagnai Byambasuren,Mongolia,24,Unset,0.96,current,2026-08-10,6248,20194
职业,13,hltv-team-6248,The MongolZ,TM,International,可参赛,5,1624,0.72,首发,hltv-player-20275,Techno,Sodbayar Munkhbold,Mongolia,24,Unset,0.94,current,2026-08-10,6248,20275
职业,13,hltv-team-6248,The MongolZ,TM,International,可参赛,5,1624,0.72,首发,hltv-player-21809,910,Usukhbayar Banzragch,Mongolia,24,Unset,1.13,current,2026-08-10,6248,21809
职业,13,hltv-team-6248,The MongolZ,TM,International,可参赛,5,1624,0.72,首发,hltv-player-25510,tikuak,Zolbayar Chimedtseren,Mongolia,24,Unset,1.14,current,2026-08-10,6248,25510
职业,13,hltv-team-6248,The MongolZ,TM,International,可参赛,5,1624,0.72,首发,hltv-player-26013,DarkMeister,Dugarsuren Ireedui,Mongolia,24,Unset,1.03,current,2026-08-10,6248,26013
职业,14,hltv-team-12467,PARIVISION,PARIV,International,可参赛,5,1662,0.72,首发,hltv-player-12732,FL1T,Evgenii Lebedev,Russia,24,Unset,1.17,current,2026-08-10,12467,12732
职业,14,hltv-team-12467,PARIVISION,PARIV,International,可参赛,5,1662,0.72,首发,hltv-player-13776,Jame,Dzhami Ali,Russia,24,Unset,1.05,current,2026-08-10,12467,13776
职业,14,hltv-team-12467,PARIVISION,PARIV,International,可参赛,5,1662,0.72,首发,hltv-player-22471,xiELO,Vladislav Lysov,Russia,24,Unset,0.99,current,2026-08-10,12467,22471
职业,14,hltv-team-12467,PARIVISION,PARIV,International,可参赛,5,1662,0.72,首发,hltv-player-23685,zweih,Ivan Gogin,Russia,24,Unset,1.07,current,2026-08-10,12467,23685
职业,14,hltv-team-12467,PARIVISION,PARIV,International,可参赛,5,1662,0.72,首发,hltv-player-24807,slaxejezzz,Vyacheslav Vinokurov,Russia,24,Unset,1.24,current,2026-08-10,12467,24807
职业,15,hltv-team-12468,Legacy,LEGAC,International,可参赛,5,1650,0.72,首发,hltv-player-12521,arT,Andrei Piovezan,Brazil,24,Unset,0.97,current,2026-08-10,12468,12521
职业,15,hltv-team-12468,Legacy,LEGAC,International,可参赛,5,1650,0.72,首发,hltv-player-15698,dumau,Eduardo Wolkmer,Brazil,24,Unset,1.17,current,2026-08-10,12468,15698
职业,15,hltv-team-12468,Legacy,LEGAC,International,可参赛,5,1650,0.72,首发,hltv-player-19045,latto,Bruno Rebelatto,Brazil,24,Unset,1.17,current,2026-08-10,12468,19045
职业,15,hltv-team-12468,Legacy,LEGAC,International,可参赛,5,1650,0.72,首发,hltv-player-19686,n1ssim,Vinicius Pereira,Brazil,24,Unset,1.02,current,2026-08-10,12468,19686
职业,15,hltv-team-12468,Legacy,LEGAC,International,可参赛,5,1650,0.72,首发,hltv-player-19869,try,Santino Rigal,Argentina,24,Unset,1.09,current,2026-08-10,12468,19869
职业,16,hltv-team-4773,paiN,PAIN,International,可参赛,5,1608,0.72,首发,hltv-player-16816,vsm,Vinicius Moreira,Brazil,24,Unset,1.02,current,2026-08-10,4773,16816
职业,16,hltv-team-4773,paiN,PAIN,International,可参赛,5,1608,0.72,首发,hltv-player-18141,biguzera,Rodrigo Bittencourt,Brazil,24,Unset,0.96,current,2026-08-10,4773,18141
职业,16,hltv-team-4773,paiN,PAIN,International,可参赛,5,1608,0.72,首发,hltv-player-18714,piriajr,Guilherme Barbosa,Brazil,24,Unset,1.05,current,2026-08-10,4773,18714
职业,16,hltv-team-4773,paiN,PAIN,International,可参赛,5,1608,0.72,首发,hltv-player-18835,saffee,Rafael Costa,Brazil,24,Unset,1.00,current,2026-08-10,4773,18835
职业,16,hltv-team-4773,paiN,PAIN,International,可参赛,5,1608,0.72,首发,hltv-player-20171,snow,João Vinicius,Brazil,24,Unset,1.04,current,2026-08-10,4773,20171
职业,17,hltv-team-13286,FUT,FUT,International,可参赛,5,1630,0.72,首发,hltv-player-19187,xfl0ud,Yasin Koç,Türkiye,24,Unset,1.06,current,2026-08-10,13286,19187
职业,17,hltv-team-13286,FUT,FUT,International,可参赛,5,1630,0.72,首发,hltv-player-20584,dem0n,Dmytro Myroshnychenko,Ukraine,24,Unset,1.04,current,2026-08-10,13286,20584
职业,17,hltv-team-13286,FUT,FUT,International,可参赛,5,1630,0.72,首发,hltv-player-22203,Krabeni,Aulon Fazlija,Kosovo,24,Unset,1.03,current,2026-08-10,13286,22203
职业,17,hltv-team-13286,FUT,FUT,International,可参赛,5,1630,0.72,首发,hltv-player-22674,cmtry,Nikita Samolotov,Ukraine,24,Unset,1.01,current,2026-08-10,13286,22674
职业,17,hltv-team-13286,FUT,FUT,International,可参赛,5,1630,0.72,首发,hltv-player-23553,dziugss,Džiugas Steponavičius,Lithuania,24,Unset,1.11,current,2026-08-10,13286,23553
职业,18,hltv-team-7532,BIG,BIG,International,可参赛,5,1656,0.72,首发,hltv-player-5794,tabseN,Johannes Wodarz,Germany,24,Unset,0.99,current,2026-08-10,7532,5794
职业,18,hltv-team-7532,BIG,BIG,International,可参赛,5,1656,0.72,首发,hltv-player-14929,JDC,Jon de Castro,Germany,24,Unset,1.13,current,2026-08-10,7532,14929
职业,18,hltv-team-7532,BIG,BIG,International,可参赛,5,1656,0.72,首发,hltv-player-14932,faveN,Josef Baumann,Germany,24,Unset,1.03,current,2026-08-10,7532,14932
职业,18,hltv-team-7532,BIG,BIG,International,可参赛,5,1656,0.72,首发,hltv-player-15165,blameF,Benjamin Bremer,Denmark,24,Unset,1.19,current,2026-08-10,7532,15165
职业,18,hltv-team-7532,BIG,BIG,International,可参赛,5,1656,0.72,首发,hltv-player-22884,gr1ks,Gleb Gazin,Belarus,24,Unset,1.13,current,2026-08-10,7532,22884
职业,19,hltv-team-11241,B8,B8,International,可参赛,5,1617,0.72,首发,hltv-player-20112,alex666,Alexey Yarmoshchuk,Ukraine,24,Unset,0.98,current,2026-08-10,11241,20112
职业,19,hltv-team-11241,B8,B8,International,可参赛,5,1617,0.72,首发,hltv-player-21708,npl,Andrii Kukharskyi,Ukraine,24,Unset,1.10,current,2026-08-10,11241,21708
职业,19,hltv-team-11241,B8,B8,International,可参赛,5,1617,0.72,首发,hltv-player-22842,kensizor,Artem Kapran,Ukraine,24,Unset,1.05,current,2026-08-10,11241,22842
职业,19,hltv-team-11241,B8,B8,International,可参赛,5,1617,0.72,首发,hltv-player-23643,esenthial,Dmytro Tsvir,Ukraine,24,Unset,1.01,current,2026-08-10,11241,23643
职业,19,hltv-team-11241,B8,B8,International,可参赛,5,1617,0.72,首发,hltv-player-25619,s1zzi,Danylo Vinnyk,Ukraine,24,Unset,1.00,current,2026-08-10,11241,25619
职业,20,hltv-team-5973,Liquid,LIQUI,International,可参赛,5,1630,0.72,首发,hltv-player-8520,NAF,Keith Markovic,Canada,24,Unset,1.06,current,2026-08-10,5973,8520
职业,20,hltv-team-5973,Liquid,LIQUI,International,可参赛,5,1630,0.72,首发,hltv-player-8738,EliGE,Jonathan Jablonowski,United States,24,Unset,1.08,current,2026-08-10,5973,8738
职业,20,hltv-team-5973,Liquid,LIQUI,International,可参赛,5,1630,0.72,首发,hltv-player-11617,malbsMd,Mario Samayoa,Guatemala,24,Unset,1.06,current,2026-08-10,5973,11617
职业,20,hltv-team-5973,Liquid,LIQUI,International,可参赛,5,1630,0.72,首发,hltv-player-11630,JT,Johnny Theodosiou,South Africa,24,Unset,0.98,current,2026-08-10,5973,11630
职业,20,hltv-team-5973,Liquid,LIQUI,International,可参赛,5,1630,0.72,首发,hltv-player-24203,Jorko,Georgi Mitev,Bulgaria,24,Unset,1.07,current,2026-08-10,5973,24203
职业,21,hltv-team-4914,3DMAX,3DMAX,International,可参赛,5,1611,0.72,首发,hltv-player-13138,Maka,Bryan Canda,France,24,Unset,1.01,current,2026-08-10,4914,13138
职业,21,hltv-team-4914,3DMAX,3DMAX,International,可参赛,5,1611,0.72,首发,hltv-player-13497,Lucky,Lucas Chastang,France,24,Unset,1.05,current,2026-08-10,4914,13497
职业,21,hltv-team-4914,3DMAX,3DMAX,International,可参赛,5,1611,0.72,首发,hltv-player-14176,misutaaa,Kévin Rabier,France,24,Unset,1.07,current,2026-08-10,4914,14176
职业,21,hltv-team-4914,3DMAX,3DMAX,International,可参赛,5,1611,0.72,首发,hltv-player-20482,Kursy,Jeremy Gast,France,24,Unset,1.03,current,2026-08-10,4914,20482
职业,21,hltv-team-4914,3DMAX,3DMAX,International,可参赛,5,1611,0.72,首发,hltv-player-21969,Graviti,Filip Brankovic,France,24,Unset,0.93,current,2026-08-10,4914,21969
职业,22,hltv-team-13592,magic,MAGIC,International,可参赛,5,1649,0.72,首发,hltv-player-19874,MaSvAl,Svyatoslav Masko,Belarus,24,Unset,1.16,current,2026-08-10,13592,19874
职业,22,hltv-team-13592,magic,MAGIC,International,可参赛,5,1649,0.72,首发,hltv-player-22075,sFade8,Vitaliy Marushka,Ukraine,24,Unset,0.96,current,2026-08-10,13592,22075
职业,22,hltv-team-13592,magic,MAGIC,International,可参赛,5,1649,0.72,首发,hltv-player-22076,AW,Andrey Anisimov,Russia,24,Unset,1.05,current,2026-08-10,13592,22076
职业,22,hltv-team-13592,magic,MAGIC,International,可参赛,5,1649,0.72,首发,hltv-player-23858,mo0N,Abdurakhim Issa,Kazakhstan,24,Unset,1.09,current,2026-08-10,13592,23858
职业,22,hltv-team-13592,magic,MAGIC,International,可参赛,5,1649,0.72,首发,hltv-player-24173,tenzy,Nikita Kochenyuk,Russia,24,Unset,1.15,current,2026-08-10,13592,24173
职业,23,hltv-team-4863,TYLOO,TYLOO,International,可参赛,5,1668,0.72,首发,hltv-player-19645,JamYoung,Yi Yang,China,24,Unset,1.19,current,2026-08-10,4863,19645
职业,23,hltv-team-4863,TYLOO,TYLOO,International,可参赛,5,1668,0.72,首发,hltv-player-20702,Jee,Dongkai Ji,China,24,Unset,1.13,current,2026-08-10,4863,20702
职业,23,hltv-team-4863,TYLOO,TYLOO,International,可参赛,5,1668,0.72,首发,hltv-player-20895,Mercury,Jingxiang Wang,China,24,Unset,1.06,current,2026-08-10,4863,20895
职业,23,hltv-team-4863,TYLOO,TYLOO,International,可参赛,5,1668,0.72,首发,hltv-player-21621,Moseyuh,Qianhao Chen,China,24,Unset,1.10,current,2026-08-10,4863,21621
职业,23,hltv-team-4863,TYLOO,TYLOO,International,可参赛,5,1668,0.72,首发,hltv-player-24857,Zero,Su Jingshen,China,24,Unset,1.09,current,2026-08-10,4863,24857
职业,24,hltv-team-9928,GamerLegion,GAMER,International,可参赛,5,1622,0.72,首发,hltv-player-2553,Snax,Janusz Pogorzelski,Poland,24,Unset,0.86,current,2026-08-10,9928,2553
职业,24,hltv-team-9928,GamerLegion,GAMER,International,可参赛,5,1622,0.72,首发,hltv-player-9278,REZ,Fredrik Sterner,Sweden,24,Unset,1.15,current,2026-08-10,9928,9278
职业,24,hltv-team-9928,GamerLegion,GAMER,International,可参赛,5,1622,0.72,首发,hltv-player-20301,Tauson,Sebastian Tauson Lindelof,Denmark,24,Unset,1.01,current,2026-08-10,9928,20301
职业,24,hltv-team-9928,GamerLegion,GAMER,International,可参赛,5,1622,0.72,首发,hltv-player-20994,FL4MUS,Timur Marev,Russia,24,Unset,1.11,current,2026-08-10,9928,20994
职业,24,hltv-team-9928,GamerLegion,GAMER,International,可参赛,5,1622,0.72,首发,hltv-player-23766,hypex,Milan Polowiec,Poland,24,Unset,1.05,current,2026-08-10,9928,23766
职业,25,hltv-team-9215,MIBR,MIBR,International,可参赛,5,1656,0.72,首发,hltv-player-19310,LNZ,Linus Holtäng,Sweden,24,Unset,1.03,current,2026-08-10,9215,19310
职业,25,hltv-team-9215,MIBR,MIBR,International,可参赛,5,1656,0.72,首发,hltv-player-19694,nqz,Lucas Soares,Brazil,24,Unset,1.16,current,2026-08-10,9215,19694
职业,25,hltv-team-9215,MIBR,MIBR,International,可参赛,5,1656,0.72,首发,hltv-player-20987,brnz4n,Breno Poletto,Brazil,24,Unset,0.95,current,2026-08-10,9215,20987
职业,25,hltv-team-9215,MIBR,MIBR,International,可参赛,5,1656,0.72,首发,hltv-player-21037,insani,Felipe Yuji,Brazil,24,Unset,1.26,current,2026-08-10,9215,21037
职业,25,hltv-team-9215,MIBR,MIBR,International,可参赛,5,1656,0.72,首发,hltv-player-21288,venomzera,Carlos Eduardo,Brazil,24,Unset,1.07,current,2026-08-10,9215,21288
职业,26,hltv-team-12474,Alliance,ALLIA,International,可参赛,5,1637,0.72,首发,hltv-player-7443,twist,Simon Eliasson,Sweden,24,Unset,1.02,current,2026-08-10,12474,7443
职业,26,hltv-team-12474,Alliance,ALLIA,International,可参赛,5,1637,0.72,首发,hltv-player-16487,eraa,Sean Knutsson,Sweden,24,Unset,1.17,current,2026-08-10,12474,16487
职业,26,hltv-team-12474,Alliance,ALLIA,International,可参赛,5,1637,0.72,首发,hltv-player-21159,bobeksde,Jonatan Persson,Sweden,24,Unset,1.04,current,2026-08-10,12474,21159
职业,26,hltv-team-12474,Alliance,ALLIA,International,可参赛,5,1637,0.72,首发,hltv-player-22760,upE,Markus Johansson,Sweden,24,Unset,0.97,current,2026-08-10,12474,22760
职业,26,hltv-team-12474,Alliance,ALLIA,International,可参赛,5,1637,0.72,首发,hltv-player-22860,avid,Arvid Åberg,Sweden,24,Unset,1.11,current,2026-08-10,12474,22860
职业,27,hltv-team-13117,Inner Circle,IC,International,可参赛,5,1641,0.72,首发,hltv-player-16147,cptkurtka023,Arseniy Derevinskiy,Ukraine,24,Unset,1.06,current,2026-08-10,13117,16147
职业,27,hltv-team-13117,Inner Circle,IC,International,可参赛,5,1641,0.72,首发,hltv-player-19592,headtr1ck,Daniil Valitov,Ukraine,24,Unset,1.09,current,2026-08-10,13117,19592
职业,27,hltv-team-13117,Inner Circle,IC,International,可参赛,5,1641,0.72,首发,hltv-player-23415,zeRRoFIX,Eduard Petrovskyi,Ukraine,24,Unset,1.04,current,2026-08-10,13117,23415
职业,27,hltv-team-13117,Inner Circle,IC,International,可参赛,5,1641,0.72,首发,hltv-player-24168,onic,Viktor Babii,Ukraine,24,Unset,0.97,current,2026-08-10,13117,24168
职业,27,hltv-team-13117,Inner Circle,IC,International,可参赛,5,1641,0.72,首发,hltv-player-24282,Dawy,David Bibik,Ukraine,24,Unset,1.18,current,2026-08-10,13117,24282
职业,28,hltv-team-4411,Ninjas in Pyjamas,NIP,International,可参赛,5,1635,0.72,首发,hltv-player-922,Snappi,Marco Pfeiffer,Denmark,24,Unset,0.88,current,2026-08-10,4411,922
职业,28,hltv-team-4411,Ninjas in Pyjamas,NIP,International,可参赛,5,1635,0.72,首发,hltv-player-10994,stavn,Martin Lund,Denmark,24,Unset,1.13,current,2026-08-10,4411,10994
职业,28,hltv-team-4411,Ninjas in Pyjamas,NIP,International,可参赛,5,1635,0.72,首发,hltv-player-14148,sjuush,Rasmus Beck,Denmark,24,Unset,1.01,current,2026-08-10,4411,14148
职业,28,hltv-team-4411,Ninjas in Pyjamas,NIP,International,可参赛,5,1635,0.72,首发,hltv-player-22035,n0te,Roman Hamze,Belgium,24,Unset,1.14,current,2026-08-10,4411,22035
职业,28,hltv-team-4411,Ninjas in Pyjamas,NIP,International,可参赛,5,1635,0.72,首发,hltv-player-23372,xKacpersky,Kacper Gabara,Poland,24,Unset,1.13,current,2026-08-10,4411,23372
职业,29,hltv-team-7175,HEROIC,HEROI,International,可参赛,5,1638,0.72,首发,hltv-player-13666,Brollan,Ludvig Brolin,Sweden,24,Unset,1.02,current,2026-08-10,7175,13666
职业,29,hltv-team-7175,HEROIC,HEROI,International,可参赛,5,1638,0.72,首发,hltv-player-20119,nilo,Linus Bergman,Sweden,24,Unset,1.14,current,2026-08-10,7175,20119
职业,29,hltv-team-7175,HEROIC,HEROI,International,可参赛,5,1638,0.72,首发,hltv-player-21163,susp,Tim Ångström,Sweden,24,Unset,1.01,current,2026-08-10,7175,21163
